Marca temporal;Título;Resumen;Link en The Movie DB;Género;Edad al momento de ver la película;Calificación;Género
3/19/2019 8:37:43;Invicto (2002);El campeón mundial de boxeo en la categoría de pesos pesados George “Iceman” Chambers (Ving Rhames) es enviado a prisión acusado de violación, cargo del que él se declara totalmente inocente. Lo que más le indigna es que en la cima de su carrera de boxeador profesional no va a poder disfrutar y defender su título de campeón invicto. Cumpliendo cadena perpetua por un crimen pasional en la misma penitenciaría a la que será enviado Iceman se encuentra Monroe Hutchen (Wesley Snipes). Los reclusos consideran a Hutchen como a un héroe, como a su indiscutible campeón de boxeo. Resignado a pasar el resto de su vida en la cárcel, a Hutchen todavía le obsesiona, sin embargo, la duda de si hubiera podido llegar a ser alguien como boxeador.;https://www.themoviedb.org/movie/15070-undisputed?language=es-MX;Hombre;18 a 25 años;9;Acción, Aventura, Drama, Suspense
3/19/2019 8:38:31;Iron Man (2008);Obligado a construir un misil, Stark usa sus recursos para construir en su lugar una armadura y escapar. Regresando a Estados Unidos, Stark mejora su armadura y se convierte en un superhéroe tecnológicamente avanzado, Iron Man.;https://www.themoviedb.org/movie/1726-iron-man?language=es-MX;Hombre;18 a 25 años;9;Acción, Aventura, Ciencia Ficción
3/19/2019 8:39:12;Iron Man 2 (2010);Ahora que el mundo conoce su doble vida como el superhéroe armado Iron Man, el inventor multimillonario Tony Stark enfrenta la presión del gobierno, la prensa y el público para compartir su tecnología con los militares. Poco dispuesto a dejar ir su invento, Stark, con Pepper Potts y James Rhodey Rhodes a su lado, debe forjar nuevas alianzas y enfrentarse a poderosos enemigos.;https://www.themoviedb.org/movie/10138-iron-man-2?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Ciencia Ficción
3/19/2019 8:41:11;Iron Man 3 (2013);El descarado y brillante empresario Tony Stark se enfrentará a un enemigo cuyo poder no conoce límites. Cuando Stark comprende que su enemigo ha destruido su universo personal, se embarca en una angustiosa búsqueda para encontrar a los responsables. Este viaje pondrá a prueba su entereza una y otra vez. Acorralado, Stark tendrá que sobrevivir por sus propios medios, confiando en su ingenio y su instinto para proteger a las personas que quiere;https://www.themoviedb.org/movie/68721-iron-man-3?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Ciencia Ficción
3/19/2019 8:42:17;Jumanji (1995);Alan Parrish queda atrapado durante 25 años en un juego de mesa mágico y muy antiguo llamado Jumanji. Cuando por fin, es liberado por dos niños, una manada de animales exóticos queda también en libertad.;https://www.themoviedb.org/movie/8844-jumanji?language=es-MX;Hombre;Menos de 15 años;7;Aventura, Familia, Fantasía
3/19/2019 8:42:48;Jumanji: En la selva (2017);Cuatro adolescentes son absorbidos por un videojuego, en el que se convierten en avatares de personajes arquetípicos. Allí vivirán múltiples aventuras, al tiempo que buscan cómo salir de allí para volver a su mundo.;https://www.themoviedb.org/movie/353486-jumanji-welcome-to-the-jungle?language=es-MX;Hombre;25 a 40 años;6;Acción, Aventura, Comedia, Fantasía
3/19/2019 8:44:19;Jurassic World (2015);Veintidós años después de lo ocurrido en Jurassic Park, la isla Nublar ha sido transformada en un enorme parque temático, Jurassic Wold, con versiones «domesticadas» de algunos de los dinosaurios más conocidos. Cuando todo parece ir sobre ruedas y ser el negocio del siglo, un nuevo dinosaurio de especie desconocida, pues ha sido creado manipulando genéticamente su ADN, y que resulta ser mucho más inteligente de lo que se pensaba, se escapa de su recinto y comienza a causar estragos entre los visitantes del Parque;https://www.themoviedb.org/movie/135397-jurassic-world?language=es-MX;Hombre;25 a 40 años;7;Acción, Aventura, Ciencia Ficción, Suspense
3/19/2019 8:45:30;Jóvenes Titanes: El contrato de Judas (2017);"Tara Markov es una chica que tiene poder sobre la tierra y la piedra; ella es también más de lo que parece. ¿Es el nuevo Titán adolescente un aliado o una amenaza? ¿Y cuáles son los planes mercenarios de Deathstroke para los Titanes?";https://www.themoviedb.org/movie/408647-teen-titans-the-judas-contract?language=es-MX;Hombre;25 a 40 años;8;Acción, Animación, Ciencia Ficción
3/20/2019 7:31:35;Kung Fu Panda 1 (2008);"Cuando el Valle de la Paz se ve amenazado, el perezoso Po el panda descubre su destino como el ""elegido"" y se entrena para convertirse en un héroe de kung fu, pero no será fácil transformar al vago desaliñado en un valiente guerrero. Depende del Maestro Shifu y los Cinco Furiosos: Tigresa, Grulla, Mantis, Víbora y Mono: intentarlo.";https://www.themoviedb.org/movie/9502-kung-fu-panda?language=es-MX;Hombre;18 a 25 años;8;Animación, Aventura, Crimen, Familia
3/20/2019 7:32:29;Kung Fu Panda: Secrets of the Furious Five (2008);Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts;https://www.themoviedb.org/movie/15854-kung-fu-panda-secrets-of-the-furious-five?language=es-MX;Hombre;18 a 25 años;7;Animación, Comedia, Familia
3/20/2019 7:33:15;Rock of Ages (2012);A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.;https://www.themoviedb.org/movie/80585-rock-of-ages?language=es-MX;Hombre;18 a 25 años;8;Comedia, Drama, Música, Romance
3/20/2019 7:33:59;The Snail's Strategy (1993);A group of tenants living in an old house are confronted with having to move out due to a renovation project the city has undertaken. The tenants decide to unite and come up with a strategy, but in the process—while the landlord and his aggressive attorney are chasing them—the tenants transform into the opposite of who they once were.;https://www.themoviedb.org/movie/10000-la-estrategia-del-caracol?language=es-MX;Hombre;18 a 25 años;9;Comedia, Drama
3/20/2019 7:35:11;Star Wars: Episodio 4 - Una nueva esperanza (1977);La Princesa Leia Organa ha sido capturada por Darth Vader por tener los planos de la Estrella de la muerte, la temida estación espacial del imperio. Dos androides escapan al planeta Tatooine, ambos son comprados por Luke Skywalker, un joven granjero, este se entera de un mensaje que ella, uno de ellos y busca a Obi Wan Kenobi, un antiguo caballero Jedi que lo lleva a conocer sobre la fuerza y como utilizarla. Contratan a Han Solo, un foragido espacial que tiene al Halcón Milenario, una gran nave capaz de recorrer a la velocidad de la luz con la intención de rescatar a la princesa y luego organizar una batalla para destruir a la Estrella de la muerte.;https://www.themoviedb.org/movie/11-star-wars?language=es-MX;Hombre;15 a 18 años;8;Acción, Aventura, Ciencia Ficción
3/22/2019 8:39:50;Star Wars: Episodio 5 - El imperio contraataca (1980);Tras un ataque sorpresa de las tropas imperiales a las bases camufladas de la alianza rebelde, Luke Skywalker, en compañía de R2D2, parte hacia el planeta Dagobah en busca de Yoda, el último maestro Jedi, para que le enseñe los secretos de la Fuerza. Mientras, Han Solo, la princesa Leia, Chewbacca, y C3PO esquivan a las fuerzas imperiales y piden refugio al antiguo propietario del Halcón Milenario, Lando Calrissian, en la ciudad minera de Bespin, donde les prepara una trampa urdida por Darth Vader.;https://www.themoviedb.org/movie/1891-the-empire-strikes-back?language=es-MX;Hombre;15 a 18 años;8;Acción, Aventura, Ciencia Ficción
3/22/2019 8:40:18;Star Wars: Episodio 6 - El regreso del Jedi (1983);Para ir a Tatooine y liberar a Han Solo, Luke Skywalker y la princesa Leia deben infiltrarse en la peligrosa guarida de Jabba the Hutt, el gángster más temido de la galaxia. Una vez reunidos, el equipo recluta a tribus de Ewoks para combatir a las fuerzas imperiales en los bosques de la luna de Endor. Mientras tanto, el Emperador y Darth Vader conspiran para atraer a Luke al lado oscuro, pero el joven está decidido a reavivar el espíritu del Jedi en su padre. La guerra civil galáctica termina con un último enfrentamiento entre las fuerzas rebeldes unificadas y una segunda Estrella de la Muerte, indefensa e incompleta, en una batalla que decidirá el destino de la galaxia.;https://www.themoviedb.org/movie/1892-return-of-the-jedi?language=es-MX;Hombre;15 a 18 años;8;Acción, Aventura, Ciencia Ficción
3/22/2019 8:41:23;Star Wars: Episodio I - La amenaza fantasma (1999);"Ambientada treinta años antes, muestra la infancia de Darth Vader, el pasado de Obi-Wan Kenobi y el resurgimiento de los Sith, los caballeros Jedi dominados por el Lado Oscuro. La Federación de Comercio ha bloqueado el pequeño planeta de Naboo, gobernado por la joven Reina Amidala; se trata de un plan ideado por Sith Darth Sidious, que, manteniéndose en el anonimato, dirige a los neimoidianos, que están al mando de la Federación. El Jedi Qui-Gon Jinn y su aprendiz Obi-Wan Kenobi convencen a Amidala para que vaya a Coruscant, la capital de la República y sede del Consejo Jedi, y trate de neutralizar esta amenaza. Pero, al intentar esquivar el bloqueo, la nave real resulta averiada, viéndose así obligada la tripulación a aterrizar en el desértico y remoto planeta de Tatooine...";https://www.themoviedb.org/movie/1893-star-wars-episode-i-the-phantom-menace?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Ciencia Ficción
3/22/2019 8:41:56;Star Wars: Episodio 2 - El ataque de los clones (2002);Diez años después de la invasión de Naboo, la galaxia está al borde de la guerra civil. Bajo el liderazgo de un Jedi renegado llamado Conde Dooku, miles de sistemas solares amenazan con separarse de la República Galáctica. Cuando se realiza un intento de asesinato contra la Senadora Padmé Amidala, la ex Reina de Naboo, el aprendiz Jedi de veinte años Anakin Skywalker es asignado para protegerla. En el transcurso de su misión, Anakin descubre su amor por Padmé y por su lado más oscuro. Pronto, Anakin, Padmé y Obi-Wan Kenobi se sienten atraídos por el corazón del movimiento separatista y el comienzo de las Guerras Clon.;https://www.themoviedb.org/movie/1894-star-wars-episode-ii-attack-of-the-clones?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Ciencia Ficción
3/22/2019 8:42:31;Star Wars: Episodio 3 - La venganza de los Sith (2005);Años después del inicio de las Guerras Clon, los nobles Caballeros Jedi lideran un masivo ejército clon en una batalla de galaxia contra los Separatistas. Cuando los siniestros Sith revelan un complot de mil años para gobernar la galaxia, la República se derrumba y de sus cenizas surge el malvado Imperio Galáctico. El héroe Jedi Anakin Skywalker es seducido por el lado oscuro de la Fuerza para convertirse en el nuevo aprendiz del Emperador: Darth Vader. Los Jedi están diezmados, mientras Obi-Wan Kenobi y el Maestro Jedi Yoda son forzados a esconderse. La única esperanza para la galaxia es la descendencia de Anakin: los hijos gemelos nacidos en secreto que crecerán y se convertirán en héroes.;https://www.themoviedb.org/movie/1895-star-wars-episode-iii-revenge-of-the-sith?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Ciencia Ficción
3/22/2019 8:43:04;Star Wars: Episodio 7 - El despertar de la fuerza (2015);Treinta años después de la victoria de la Alianza Rebelde sobre la segunda Estrella de la Muerte (hechos narrados en el Episodio VI: El retorno del Jedi), la galaxia está todavía en guerra. Una nueva República se ha constituido, pero una siniestra organización, la Primera Orden, ha resurgido de las cenizas del Imperio Galáctico. A los héroes de antaño, que luchan ahora en la Resistencia, se suman nuevos héroes: Poe Dameron, un piloto de caza, Finn, un desertor de la Primera Orden, Rey, una joven chatarrera, y BB-8, un androide rodante. Todos ellos luchan contra las fuerzas del Mal: el Capitán Phasma, de la Primera Orden, y Kylo Ren, un temible y misterioso personaje que empuña un sable de luz roja.;https://www.themoviedb.org/movie/140607-star-wars-the-force-awakens?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción, Fantasía
3/22/2019 8:43:43;Star Wars: Episodio 8 - Los últimos Jedi (2017);La Primera Orden se ha vuelto más poderosa y tiene contra las cuerdas a la Resistencia, liderada por la General Leia Organa (Carrie Fisher). El piloto Poe Dameron (Oscar Isaac) encabeza una misión para intentar destruir un acorazado de la Primera Orden. Mientras tanto, la joven Rey (Daisy Ridley) tendrá que definir su futuro y su vocación, y el viejo jedi Luke Skywalker (Mark Hamill) revaluar el significado de su vida.;https://www.themoviedb.org/movie/181808-star-wars-the-last-jedi?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción, Fantasía
3/22/2019 8:47:21;La La Land (2016);Cuenta la historia de Mia (Emma Stone), una aspirante a actriz, y de Sebastian (Ryan Gosling), un dedicado cantante de Jazz, quienes luchan por destacarse en una ciudad conocida por destrozar esperanzas y quebrar corazones. En la Los Ángeles de hoy, esta película impregnada de música, explora la felicidad y las dificultades de perseguir los sueños.;https://www.themoviedb.org/movie/313369-la-la-land?language=es-MX;Hombre;25 a 40 años;4;Comedia, Drama, Romance
3/22/2019 8:48:07;LEGO la película (2014);Una mini figura ordinaria de Lego, erróneamente pensada para ser el extraordinario MasterBuilder, es reclutada para unirse a una búsqueda para detener a un tirano malvado de Lego de pegar el universo juntos.;https://www.themoviedb.org/movie/137106-the-lego-movie?language=es-MX;Hombre;25 a 40 años;8;Animación, Aventura, Comedia, Familia, Fantasía
3/22/2019 8:49:05;Liga de la Justicia vs. Jóvenes Titanes (2016);Frustrado y desilusionado con su trabajo en la Justice League, Robin se ve forzado a una nueva posición con un súper equipo más joven, los Teen Titans. Rápidamente aceptado en el equipo, inmediatamente le intriga la misteriosa Raven y la fuerza sobrenatural que amenaza sobre ellos, el padre de Raven: Trigon, un ser falaz suficientemente poderoso como para destruir Metropolis haciendo que se enfrente la poderosa Liga de la Justicia contra los Jóvenes Titanes. Con las lealtades en juego y vidas en peligro, presencie la confrontación de Superman, Batman, Wonder Woman y Cyborg contra Beast Boy, Starfire, Blue Beetle y Nightwing. ¡Solo un verdadero trabajo en equipo acabará con la amenaza en esta aventura de DC Universe!;https://www.themoviedb.org/movie/379291-justice-league-vs-teen-titans?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación
3/24/2019 18:03:27;Rogue One: Una historia de Star Wars (2016);Una banda rebelde de luchadores de la resistencia se une a una misión para robar los planes de la Estrella de la Muerte y traer una nueva esperanza a la galaxia.;https://www.themoviedb.org/movie/330459-rogue-one-a-star-wars-story?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción
3/24/2019 18:04:09;Han Solo: Una historia de Star Wars (2018);A bordo del Halcón Milenario HAN SOLO: UNA HISTORIA DE STAR WARS trae una nueva aventura con el contrabandista más querido de todos los tiempos. A través de una serie de arriesgadas travesuras en un oscuro y peligroso submundo criminal, Han Solo conoce a su futuro amigo y copiloto y encuentra al apostador Lando Calrissian en un viaje que marcará el curso de uno de los héroes más inesperados de Star Wars.;https://www.themoviedb.org/movie/348350-solo-a-star-wars-story?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción
3/24/2019 18:05:03;Expandir La liga de la justicia oscura (2017);Batman forma la Liga de la Justicia Oscura, un nuevo equipo de especialistas en artes oscuras que es encabezado por John Constantine. El equipo debe revelar el misterio de una plaga sobrenatural y enfrentar a los poderosos villanos detrás del asedio.;https://www.themoviedb.org/movie/408220-justice-league-dark?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Ciencia Ficción, Fantasía, Suspense
3/24/2019 18:05:51;Aventuras de la Liga de la Justicia: Atrapados en el Tiempo (2014);Prepárate para una batalla de las edades cuando la Liga de la Justicia se enfrenta a sus archienemigos, la Legión de la Perdición, en una película completamente nueva de DC Comics. Un misterioso ser conocido como el Time Trapper surge, y un siniestro plan dirigido por Lex Luthor envía a la Legión de la Perdición a tiempo para eliminar a Superman, Wonder Woman y Batman antes de convertirse en superhéroes. Para Aquaman, Flash y Cyborg, junto con los súper héroes adolescentes Karate Kid y Dawnstar, las apuestas nunca han sido más altas, la misión de rescate nunca más mortal. Así que unirse a la lucha por el futuro como la Liga de la Justicia se enfrenta a su último desafío ... la amenaza de no haber existido nunca!;https://www.themoviedb.org/movie/251768-jla-adventures-trapped-in-time?language=es-MX;Hombre;25 a 40 años;6;Acción, Animación, Ciencia Ficción, Familia
3/24/2019 18:07:04;Liga de la justicia: Crisis en las dos tierras (2010);Un Lex Luthor bueno, llega desde un universo alterno para reclutar a la Liga de la Justicia para ayudar a salvar a su Tierra de la amenaza Sindicato del Crimen, un grupo de personajes malévolos con super poderes idénticos a los de la Liga de la Justicia. Lo que está asegurado es la batalla definitiva entre el bien y el mal en una guerra que amenaza a ambos planetas y que, a través de un plan diabólico puesto en marcha por Owlman, pone a toda nuestra existencia en peligro.;https://www.themoviedb.org/movie/30061-justice-league-crisis-on-two-earths?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción
3/25/2019 16:24:13;Liga de la justicia: El trono de Atlantis (2015);Después de los acontecimientos de la Liga de la Justicia: War, Ocean Master y Black Manta han declarado una guerra contra la superficie en represalia de las consecuencias de la invasión planetaria de Apokoliptian-tirano Darkseid. La reina Atlanna busca a su otro hijo, el medio hermano de Ocean Master, Arthur Curry, un medio humano con poderes acuáticos sin conocimiento de su herencia atlante, para restablecer el equilibrio. Viviendo con poderes que no entiende y viendo el peligro a su alrededor, Curry toma medidas para abrazar su destino, unirse a la Liga de la Justicia, y con sus nuevos compañeros de equipo que lucha para salvar a la Tierra de la destrucción total.;https://www.themoviedb.org/movie/297556-justice-league-throne-of-atlantis?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Aventura, Ciencia Ficción
3/25/2019 16:24:58;Liga de la justicia: Guerra (2014);El mundo está bajo ataque de una armada alienígena liderada por el poderoso Apokoliptian, Darkseid. Un grupo de superhéroes que consiste en Superman, Batman, Mujer Maravilla, El Flash, Linterna Verde, Cyborg y Shazam deben dejar de lado sus diferencias y reunirse para defender la Tierra.;https://www.themoviedb.org/movie/217993-justice-league-war?language=es-MX;Hombre;25 a 40 años;6;Animación
3/25/2019 16:25:51;Liga de la Justicia: Paradoja del Tiempo (2013);"Barry Allen despierta en una realidad alternativa, donde descubre que ningun héroe de la Liga de la Justicia existe, a excepción de Batman, Aquaman y Wonder Woman; estos dos últimos tienen una enorme guerra, incluso los Atlantes de Aquaman inundaron Europa y las Amazonas conquistaron Inglaterra.";https://www.themoviedb.org/movie/183011-justice-league-the-flashpoint-paradox?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Aventura, Ciencia Ficción, Fantasía
3/25/2019 16:26:34;Liga de la Justicia: Perdición (2012);Liga de la Justicia: Perdición;https://www.themoviedb.org/movie/76589-justice-league-doom?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Suspense
3/25/2019 16:27:23;La lista de Schindler (1993);Segunda Guerra Mundial (1939-1945). Oskar Schindler (Liam Neeson), un hombre de enorme astucia y talento para las relaciones públicas, organiza un ambicioso plan para ganarse la simpatía de los nazis. Después de la invasión de Polonia por los alemanes (1939), consigue, gracias a sus relaciones con los nazis, la propiedad de una fábrica de Cracovia. Allí emplea a cientos de operarios judíos, cuya explotación le hace prosperar rápidamente. Su gerente (Ben Kingsley), también judío, es el verdadero director en la sombra, pues Schindler carece completamente de conocimientos para dirigir una empresa.;https://www.themoviedb.org/movie/424-schindler-s-list?language=es-MX;Hombre;15 a 18 años;9;Bélica, Drama, Historia
3/26/2019 7:46:31;La muerte de Superman (2007);Adaptación del cómic 'The Death of Superman' que DC comics lanzó en los años 90s donde supuestamente Superman era asesinado por uno de los más temibles villanos a los que se ha enfrentado, una bestia llamada Doomsday. Tanto en Estados Unidos como en España fue lanzada directamente al mercado del vídeo y DVD.;https://www.themoviedb.org/movie/13640-superman-doomsday?language=es-ES;Hombre;25 a 40 años;7;Acción, Animación, Ciencia Ficción, Familia
3/26/2019 7:47:14;La naranja mecánica (1971);Gran Bretaña, en un futuro indeterminado. Alex (Malcolm McDowell) es un joven muy agresivo que tiene dos pasiones: la violencia desaforada y Beethoven. Es el jefe de la banda de los drugos, que dan rienda suelta a sus instintos más salvajes apaleando, violando y aterrorizando a la población. Cuando esa escalada de terror llega hasta el asesinato, Alex es detenido y, en prisión, se someterá voluntariamente a una innovadora experiencia de reeducación que pretende anular drásticamente cualquier atisbo de conducta antisocial.;https://www.themoviedb.org/movie/185-a-clockwork-orange?language=es-ES;Hombre;18 a 25 años;10;Ciencia Ficción, Drama
3/26/2019 7:47:54;La Noche de los Lápices (1986);"En septiembre de 1976, durante los primeros meses del último gobierno militar en Argentina, siete adolescentes de la ciudad de La Plata sufren secuestros, torturas y asesinatos a raíz de sus protestas por el aumento del boleto estudiantil. Uno de ellos, sin embargo, consigue sobrevivir. Basado en un hecho real, este drama es, junto con ""La historia oficial"", de Luis Puenzo, uno de los filmes más emblemáticos del cine testimonial argentino sobre los crímenes de la sangrienta dictadura que gobernó el país hasta 1983.";https://www.themoviedb.org/movie/55269-la-noche-de-los-l-pices?language=es-ES;Hombre;25 a 40 años;8;Drama
3/26/2019 7:48:54;Pokémon ¡Te elijo a ti! (2017);Película número 20 de la saga animada, dirigida por Kuhiniko, que vuelve a los orígenes del universo Pokémon, donde Ash Ketchum, un niño de diez años y su inseparable amigo Pikachu irán en busca de retos que lleven al entrenador a ser el mejor del mundo. Su objetivo: la liga de Kanto, pero primero han de superar los ya conocidos gimnasios.;https://www.themoviedb.org/movie/436931?language=es-ES;Hombre;25 a 40 años;6;Animación, Aventura, Comedia, Drama, Familia, Fantasía
3/26/2019 7:49:33;La red social (2010);Mark Zuckerberg, alumno de Harvard y genio de la programación, se sienta a su ordenador y con empeño y entusiasmo comienza a desarrollar una nueva idea. En un furor de blogging y programación, lo que comenzó en la habitación de su colegio mayor pronto se convirtió en una red social global y una revolución en la comunicación. Seis años y 500 millones de amigos después, Mark Zuckerberg es el billonario más joven de la historia. Pero para este emprendedor, el éxito ha supuesto complicaciones personales y legales...;https://www.themoviedb.org/movie/37799-the-social-network?language=es-ES;Hombre;18 a 25 años;7;Drama
3/27/2019 8:06:14;LEGO DC Comics Super Heroes: Batman: Be-Leaguered (2014);Superman wants Batman to join his new superhero team, but Batman prides himself on being a self-sufficient loner.;https://www.themoviedb.org/movie/300424-lego-dc-comics-batman-be-leaguered?language=es-MX;Hombre;25 a 40 años;5;Acción, Animación, Aventura, Familia
3/27/2019 8:07:05;Lego Liga de la justicia La invasión de Brainiac (2016);Tierra, una joya brillante flotando en la oscuridad del espacio ... y para el robot conocido como Brainiac, la última pieza que capturaba para su colección de planetas. ¡No si la Liga de la Justicia tiene algo que decir al respecto!;https://www.themoviedb.org/movie/382512-lego-dc-comics-super-heroes-justice-league-cosmic-clash?language=es-MX;Hombre;25 a 40 años;5;Acción, Animación, Aventura, Comedia, Familia
3/27/2019 8:07:56;Expandir Les Luthiers Las Obras de Ayer (2006);Les Luthiers is a comedy-musical group from Argentina, very popular also in several other Spanish-speaking countries such as Paraguay, Peru, Chile, Ecuador, Spain, Colombia, Mexico, Uruguay and Venezuela. They were formed in 1967 by Gerardo Masana, during the height of a period of very intense Choral Music activity in Argentina's state universities.;https://www.themoviedb.org/movie/54644-les-luthiers-las-obras-de-ayer?language=es-MX;Hombre;18 a 25 años;8;Comedia
3/27/2019 8:08:43;Bromato de Armonio (1996);Bromato De Armonio was a show made by the Argentinian comedy-musical group Les Luthiers. The show itself was showcased all around Latin America between 1996 and 2001.;https://www.themoviedb.org/movie/67886-bromato-de-armonio?language=es-MX;Hombre;18 a 25 años;8;Comedia
3/28/2019 7:33:20;Les Luthiers: El Reir de los Cantares (1989);The Argentinean group Les Luthiers in their show from 1989.;https://www.themoviedb.org/movie/138168-les-luthiers-el-reir-de-los-cantares?language=es-MX;Hombre;25 a 40 años;7;Comedia, Música
3/28/2019 7:34:01;Expandir Grandes Hitos (1995);Programa - El sendero de Warren Sánchez - Serenata medio oriental - Kathy, la reina del saloon - Encuentro en el restaurante - Canción para moverse - Entreteniciencia familiar - Lazy Daisy - Las majas del bergantín Fuera de programa - La hora de la nostalgia Espectáculo estrenado el 7 de mayo de 1992. Grabado en vivo en el Teatro Coliseo. Buenos Aires, 29 de marzo de 1995.;https://www.themoviedb.org/movie/51495-grandes-hitos?language=es-MX;Hombre;25 a 40 años;7;Comedia
3/28/2019 7:34:42;Mastropiero que nunca (1979);Mastropiero que nunca' was a theatrical humour/music show by Les Luthiers, first performed on Friday 9 September 1977 and last done on Sunday 27 February 1983 (although it was headlining only during 1977 and 1978). It consisted of nine new (never performed previously) live numbers, which ranged from a madrigal to a salsa skit.;https://www.themoviedb.org/movie/67887-mastropiero-que-nunca?language=es-MX;Hombre;25 a 40 años;7;Comedia
3/28/2019 7:35:18;Les Luthiers: Viegésimo Aniversario (1987);"Les Luthiers is an Argentine comedy-musical group, very popular also in several other Spanish-speaking countries such as Paraguay, Guatemala, Peru, Chile, Ecuador, Spain, Colombia, Mexico, Uruguay, Bolivia, Cuba and Venezuela. They were formed in 1967 by Gerardo Masana, during the height of a period of very intense Choral Music activity in Argentina's state universities. Their outstanding characteristic is the home-made musical instruments (hence the name luthiers, French for ""musical instrument maker""), some of them extremely sophisticated, which they skillfully employ in their recitals to produce music and texts full of high class and refined humor. From 1977 until his death in 2007, they worked together with Roberto Fontanarrosa, a renowned Argentine cartoonist and writer.";https://www.themoviedb.org/movie/79204-les-luthiers-vieg-simo-aniversario?language=es-MX;Hombre;25 a 40 años;7;Comedia
3/28/2019 7:36:11;Liga de la justicia: Dioses y monstruos (2015);La Liga de la Justicia: Dioses y Monstruos explora una realidad recién concebida en el Universo DC, donde los miembros de la Liga: Superman, Batman y Wonder Woman son versiones mucho más oscuras de los superhéroes que las personas piensan que conocen.;https://www.themoviedb.org/movie/323027-justice-league-gods-and-monsters?language=es-MX;Hombre;25 a 40 años;6;Acción, Animación, Familia
3/29/2019 7:16:06;Green Lantern: Emerald Knights (2011);As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.;https://www.themoviedb.org/movie/65291-green-lantern-emerald-knights?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Aventura, Ciencia Ficción, Drama
3/29/2019 7:18:40;The Colors of the Mountain (2011);A motley crew of young boys in Colombia lives only for one passion: soccer. But when their precious new ball rolls into a minefield, their dreams are suddenly on hold. Even as the village becomes the center of a tug-of-war between right-wing paramilitary groups and leftist guerrillas, the idea of a rescue attempt is too tempting to resist.;https://www.themoviedb.org/movie/81623-los-colores-de-la-monta-a?language=es-MX;Hombre;25 a 40 años;6;Drama
3/29/2019 7:16:42;Green Lantern: First Flight (2009);Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.;https://www.themoviedb.org/movie/17445-green-lantern-first-flight?language=es-MX;Hombre;25 a 40 años;8;Acción, Animación, Ciencia Ficción
3/29/2019 7:18:04;X-Men: Orígenes Wolverine (2009);Precuela de la película X-Men. Situada 17 años antes, narra los inicios del arma X y la forma en la que Lobezno se convirtió en mutante. Logan (Hugh Jackman), convertido en un mutante que se hace llamar Lobezno, y que es capaz de sacar unas afiladas garras y de una fuerza y agilidad sobrehumana, ultima su venganza contra Victor Creed (Liev Schreiber), culpable de la muerte de su novia. Mientras tanto, otros mutantes se acogen al programa X para unir sus fuerzas.;https://www.themoviedb.org/movie/2080-x-men-origins-wolverine?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción, Suspense
3/29/2019 7:19:20;The Avengers: los Vengadores (2012);"Cuando un enemigo inesperado surge como una gran amenaza para la seguridad mundial, Nick Fury, director de la Agencia SHIELD, decide reclutar a un equipo para salvar al mundo de un desastre casi seguro. Adaptación del cómic de Marvel ""Los Vengadores"", el legendario grupo de superhéroes formado por Ironman, Hulk, Thor y el Capitán América entre otros.";https://www.themoviedb.org/movie/24428-the-avengers?language=es-MX;Hombre;25 a 40 años;9;Acción, Aventura, Ciencia Ficción
3/31/2019 7:45:00;Misión rescate (2015);Durante una misión a Marte de la nave tripulada Ares III, una fuerte tormenta se desata dando por desaparecido y muerto al astronauta Mark Watney (Matt Damon), sus compañeros toman la decisión de irse pero él ha sobrevivido. Está solo y sin apenas recursos en el planeta. Con muy pocos medios deberá recurrir a sus conocimientos, su sentido del humor y un gran instinto de supervivencia para lograr sobrevivir y comunicar a la Tierra que todavía está vivo esperando que acudan en su rescate.;https://www.themoviedb.org/movie/286217-the-martian?language=es-MX;Hombre;25 a 40 años;8;Aventura, Ciencia Ficción, Drama
